		skill_uuid	onet_soc_code	onet_element_id	skill_name	count
2212	128960	128960	29-2034.00	42201829	diaphragms	1
2213	128968	128968	29-2034.00	42201828	filters	20085
2214	128970	128970	29-2034.00	42201820	grids	123
2215	128986	128986	29-2034.00	42271718	oxygen equipment	5
2216	129002	129002	29-2034.00	42203803	straps	296
2217	129082	129082	29-2041.00	25101703	ambulances	2
2218	129086	129086	29-2041.00	41104108	blood tubes	1
2219	129129	129129	29-2041.00	42181904	monitors	17735
2220	129165	129165	29-2041.00	42171611	stretchers	6
2221	129257	129257	29-2052.00	23151806	filtering devices	2
2222	129296	129296	29-2052.00	43232610	pharmaceutical software	31
2223	129297	129297	29-2052.00	43231602	pharmacy management software	1
2224	129307	129307	29-2053.00	42192401	emergency carts	10
2225	129446	129446	29-2055.00	42271719	insufflators	1
2226	129476	129476	29-2055.00	42295111	positioning equipment	15
2227	129482	129482	29-2055.00	42295136	robotic manipulators	1
2228	129617	129617	29-2056.00	42271802	humidification equipment	2
2229	129795	129795	29-2057.00	43232610	navinet software	5
2230	129819	129819	29-2061.00	42161632	dialysis machines	37
2231	129830	129830	29-2061.00	42191808	frames	1468
2232	129887	129887	29-2061.00	42143608	restraints	350
2233	129889	129889	29-2061.00	42143605	safety belts	31
2234	129893	129893	29-2061.00	42143601	safety vests	18
2235	129938	129938	29-2071.00	43211608	encoders	599
2236	129949	129949	29-2071.00	44101603	paper shredders	1
2237	129951	129951	29-2071.00	41111510	postal scales	1
2238	129953	129953	29-2071.00	43221504	switchboards	77
2239	129956	129956	29-2071.00	44102602	typewriters	69
2240	129957	129957	29-2071.00	43232301	3m encoder	6
2241	129975	129975	29-2071.00	43232610	electronic medical record emr systems	6
2242	129977	129977	29-2071.00	43233205	encoder software	1
2243	129995	129995	29-2071.00	43232202	laserfiche software	1
2244	130112	130112	29-2091.00	44111806	digital protractors	1
2245	130143	130143	29-2091.00	27111506	shears	128
2246	130148	130148	29-2091.00	23241610	tube cutters	20
2247	130188	130188	29-2092.00	43212105	color laser printers	4
2248	130227	130227	29-2099.01	43211902	computer monitors	89
2249	130231	130231	29-2099.01	32101514	differential amplifiers	6
2250	130240	130240	29-2099.01	46181804	goggles	331
2251	130402	130402	29-2099.07	42181903	cardiac monitoring equipment	2
2252	130428	130428	29-2099.07	43191502	pagers	7
2253	130467	130467	29-9011.00	41104009	air sampling pumps	1
2254	130565	130565	29-9012.00	43211715	data acquisition equipment	56
2255	130576	130576	29-9012.00	41105001	electrostatic precipitators	7
2256	130587	130587	29-9012.00	41115321	infrared analyzers	4
2257	130648	130648	29-9012.00	43232605	taproot	327
2258	130691	130691	29-9091.00	42251602	stair climbing machines	1
2259	130702	130702	29-9091.00	42251624	weight machines	1
2260	130708	130708	29-9091.00	43232610	impact	26186
2261	130802	130802	29-9099.01	43232610	private practice	148
2262	130912	130912	31-1014.00	42141607	urinals	7
2263	130960	130960	31-2011.00	42211701	augmentative communication systems	3
2264	130970	130970	31-2011.00	42142108	cold packs	3
2265	130985	130985	31-2011.00	27112703	hand drills	28
2266	130988	130988	31-2011.00	42192302	hydraulic lifts	7
2267	131001	131001	31-2011.00	27111506	metal shears	1
2268	131010	131010	31-2011.00	42241706	orthotic devices	11
2269	131028	131028	31-2011.00	42241801	slings	33
2270	131043	131043	31-2011.00	27112102	vises	12
2271	131251	131251	31-2021.00	43232001	video game software	2
2272	131279	131279	31-9011.00	42251601	bolsters	2
2273	131319	131319	31-9091.00	42151614	burs	1
2274	131357	131357	31-9091.00	42152705	headgear	1
2275	131377	131377	31-9091.00	42152706	orthodontic brackets	2
2276	131398	131398	31-9091.00	42281508	steam cleaning equipment	20
2277	131496	131496	31-9092.00	43231513	business software applications	98
2278	131509	131509	31-9092.00	43233004	microsoft windows xp professional	9
2279	131516	131516	31-9093.00	42281501	aerators	10
2280	131557	131557	31-9093.00	43232306	sharepoint portal server	127
2281	131753	131753	31-9099.01	42211706	communications boards	1
2282	131842	131842	33-1011.00	46181536	cut resistant gloves	4
2283	131848	131848	33-1011.00	46191505	fire detection systems	4
2284	131884	131884	33-1012.00	46151504	body armor	3
2285	131897	131897	33-1012.00	42172001	first aid kits	1
2286	131949	131949	33-1021.01	27131504	air chisels	2
2287	131975	131975	33-1021.01	25101701	fire engines	4
2288	131976	131976	33-1021.01	46191603	fire hoses	25
2289	132007	132007	33-1021.01	46191605	pike poles	1
2290	132024	132024	33-1021.01	41112202	thermal imaging cameras	2
2291	132052	132052	33-1021.02	25181702	equipment transport trailers	3
2292	132056	132056	33-1021.02	46191603	fire hose nozzles	1
2293	132057	132057	33-1021.02	46181508	fire resistant clothing	1
2294	132062	132062	33-1021.02	25101611	fuel trucks	289
2295	132077	132077	33-1021.02	40151563	portable pumps	8
2296	132089	132089	33-1021.02	25101701	wildland fire engines	2
2297	132163	132163	33-2011.01	25101701	fire trucks	10
2298	132181	132181	33-2011.01	46181901	hearing protectors	22
2299	132190	132190	33-2011.01	24101612	jacks	1478
2300	132234	132234	33-2011.01	43191510	radio communications systems	8
2301	132237	132237	33-2011.01	24101613	riggings	6
2302	132349	132349	33-2021.01	26111719	battery analyzers	25
2303	132351	132351	33-2021.01	41115503	decibel meters	25
2304	132358	132358	33-2021.01	39111709	emergency lights	6
2305	132379	132379	33-2021.01	30191501	stepladders	16
2306	132407	132407	33-2021.02	27112502	crowbars	2
2307	132435	132435	33-2021.02	27112008	hoes	8
2308	132461	132461	33-2021.02	43211509	portable computers	2
2309	132462	132462	33-2021.02	46191601	portable fire extinguishers	7
2310	132467	132467	33-2021.02	46181802	protective eyewear	398
2311	132468	132468	33-2021.02	27112601	putty knives	6
2312	132480	132480	33-2021.02	27111519	tin snips	2
2313	132488	132488	33-2021.02	41111643	wire gauges	1
2314	132558	132558	33-3011.00	43232306	case management system software	2
2315	132564	132564	33-3011.00	43232605	statistics software	30
2316	132639	132639	33-3021.01	41111912	polygraphs	3
2317	132640	132640	33-3021.01	26111604	power generators	38
2318	132859	132859	33-3021.05	45111902	videophones	4
2319	132871	132871	33-3021.06	44101501	color copiers	6
2320	132886	132886	33-3021.06	43232306	bing	398
2321	132898	132898	33-3021.06	43232105	flowcharting software	41
2322	132931	132931	33-3021.06	43232105	timeline software	1
2323	132966	132966	33-3031.00	46101502	shotguns	6
2324	133037	133037	33-3051.01	46101504	handguns	2
2325	133199	133199	33-3052.00	46101504	pistols	1
2326	133228	133228	33-9011.00	27131502	blowguns	3
2327	133240	133240	33-9011.00	24101604	power lifts	7
2328	133246	133246	33-9011.00	25101507	work trucks	5
2329	133272	133272	33-9021.00	46171615	night vision goggles	1
2330	133299	133299	33-9031.00	48121101	slot machines	21
2331	133327	133327	33-9032.00	46101504	revolvers	3
2332	133329	133329	33-9032.00	46171619	security surveillance systems	5
2333	133381	133381	33-9092.00	46182306	safety harnesses	1
2334	133389	133389	33-9092.00	22101801	tow lines	1
2335	133404	133404	33-9093.00	46151605	explosive detection systems	2
2336	133422	133422	33-9099.02	46171619	access control systems	219
2337	133423	133423	33-9099.02	46171523	automated locks	2
2338	133460	133460	35-1011.00	48101503	broilers	105
2339	133469	133469	35-1011.00	48101507	convection ovens	8
2340	133476	133476	35-1011.00	48101521	electric ovens	2
2341	133477	133477	35-1011.00	48101521	electric stoves	2
2342	133480	133480	35-1011.00	48101612	food processors	22
2343	133486	133486	35-1011.00	48101521	gas stoves	1
2344	133490	133490	35-1011.00	48101515	hot dog cookers	160
2345	133504	133504	35-1011.00	48101616	meat slicers	3
2346	133507	133507	35-1011.00	48101608	mixers	900
2347	133523	133523	35-1011.00	52151604	sieves	3
2348	133524	133524	35-1011.00	52151620	sifters	1
2349	133527	133527	35-1011.00	48101510	steam tables	64
2350	133528	133528	35-1011.00	52151604	strainers	9
2351	133529	133529	35-1011.00	48101525	toasters	31
2352	133533	133533	35-1011.00	48101814	woks	14
2353	133534	133534	35-1011.00	43231605	adp etime	78
2354	133544	133544	35-1011.00	43232110	google spreadsheet	2
2355	133546	133546	35-1011.00	43232306	menu planning software	3
2356	133551	133551	35-1011.00	43232605	nutrition analysis software	6
2357	133604	133604	35-2011.00	48101509	deep fat fryers	15
2358	133607	133607	35-2011.00	48101513	food warmers	4
2359	133654	133654	35-2012.00	52141503	disposal units	4
2360	133728	133728	35-2013.00	52151606	cutting boards	7
2361	133732	133732	35-2013.00	52141505	dishwashers	745
2362	133747	133747	35-2013.00	52151701	ladles	5
2363	133757	133757	35-2013.00	52151602	mixing bowls	5
2364	133780	133780	35-2013.00	43202010	thumb drives	1
2365	133786	133786	35-2013.00	43231601	cost tracking software	9
2366	133796	133796	35-2014.00	48101503	charbroilers	4
2367	133805	133805	35-2014.00	48101509	fryers	603
2368	133806	133806	35-2014.00	48101512	gas grills	1
2369	133812	133812	35-2014.00	48101518	pasta cookers	2
2370	133854	133854	35-2015.00	43211701	hand scanners	2
2371	133878	133878	35-2015.00	48101524	steamers	18
2372	133897	133897	35-2021.00	48101603	choppers	8
2373	133907	133907	35-2021.00	48101603	dicers	4
2374	133908	133908	35-2021.00	48101615	dishwashing machines	8
2375	133915	133915	35-2021.00	48101705	espresso machines	6
2376	133922	133922	35-2021.00	48101709	ice machines	139
2377	133923	133923	35-2021.00	48101801	knives	3838
2378	133926	133926	35-2021.00	48101608	mixing machines	1
2379	133953	133953	35-2021.00	43232306	recipe software	1
2380	133961	133961	35-3011.00	48101702	beverage machines	3
2381	134018	134018	35-3021.00	48101616	automatic slicers	1
2382	134025	134025	35-3021.00	48101505	coffee makers	2
2383	134032	134032	35-3021.00	48101509	deep wells	6
2384	134060	134060	35-3021.00	48101708	slush machines	1
2385	134064	134064	35-3021.00	48101521	stoves	154
2386	134208	134208	35-9011.00	52141503	garbage disposals	25
2387	134233	134233	35-9021.00	48101615	power washers	4
2388	134256	134256	35-9031.00	43232306	opentable software	1
2389	134258	134258	35-9031.00	43232306	reservation software	315
2390	134260	134260	37-1011.00	47121605	auto scrubbers	3
2391	134262	134262	37-1011.00	47121609	carpet shampooers	3
2392	134268	134268	37-1011.00	47131617	dust mops	12
2393	134272	134272	37-1011.00	47121605	floor scrubbing machines	1
2394	134275	134275	37-1011.00	47121602	industrial vacuum cleaners	3
2395	134282	134282	37-1011.00	47121805	pressure washers	85
2396	134285	134285	37-1011.00	46181504	rubber gloves	10
2397	134287	134287	37-1011.00	27112903	spray bottles	4
2398	134288	134288	37-1011.00	47121803	squeegees	3
2399	134293	134293	37-1011.00	47131618	wet mops	12
2400	134320	134320	37-1012.00	25181702	equipment trailers	17
2401	134329	134329	37-1012.00	27112016	hedge trimmers	8
2402	134348	134348	37-1012.00	27112014	push mowers	1
2403	134350	134350	37-1012.00	27112014	riding mowers	20
2404	134351	134351	37-1012.00	21101503	rototillers	7
2405	134354	134354	37-1012.00	22101529	skid steer loaders	5
2406	134360	134360	37-1012.00	27112712	string trimmers	4
2407	134367	134367	37-1012.00	22101528	wheel loaders	55
2408	134368	134368	37-1012.00	24101507	wheelbarrows	8
2409	134375	134375	37-1012.00	43232306	work order software	7
2410	134384	134384	37-2011.00	47131617	dry mops	4
2411	134387	134387	37-2011.00	47121603	floor buffers	15
2412	134388	134388	37-2011.00	47121611	floor strippers	2
2413	134393	134393	37-2011.00	47121602	industrial vacuums	1
2414	134405	134405	37-2011.00	27111711	ratchet wrenches	1
2415	134450	134450	37-2012.00	47131602	scouring pads	2
2416	134451	134451	37-2012.00	47131603	sponges	2
2417	134460	134460	37-2012.00	47121701	trash bags	3
2418	134461	134461	37-2012.00	46181504	vinyl gloves	1
2419	134476	134476	37-2021.00	47131604	brooms	45
2420	134497	134497	37-2021.00	27131504	pneumatic hammers	1
2421	134518	134518	37-2021.00	43232104	report writing software	54
2422	134523	134523	37-3011.00	24101624	aerial lift trucks	1
2423	134525	134525	37-3011.00	27112003	artificial turf groomers	10
2424	134528	134528	37-3011.00	27112701	backpack blowers	1
2425	134531	134531	37-3011.00	21101504	brush trimmers	11
2426	134534	134534	37-3011.00	25101611	cargo trucks	5
2427	134536	134536	37-3011.00	22101901	concrete mixers	1
2428	134539	134539	37-3011.00	27112004	dirt shovels	10
2429	134540	134540	37-3011.00	22101513	drag brooms	10
2430	134551	134551	37-3011.00	27112014	flail mowers	11
2431	134555	134555	37-3011.00	26111604	gas generators	3
2432	134560	134560	37-3011.00	27112703	hammer drills	5
2433	134592	134592	37-3011.00	24101505	pallet trucks	10
2434	134600	134600	37-3011.00	22101619	power sweepers	2
2435	134604	134604	37-3011.00	27112007	pruners	10
2436	134630	134630	37-3011.00	21101803	sprinklers	57
2437	134632	134632	37-3011.00	21101503	tillers	53
2438	134634	134634	37-3011.00	25101901	tractors	1362
2439	134640	134640	37-3011.00	25101905	utility vehicles	28
2440	134667	134667	37-3012.00	21101801	power sprayers	1
2441	134675	134675	37-3012.00	43232306	customer database software	4
2442	134680	134680	37-3013.00	25101911	boom trucks	13
2443	134685	134685	37-3013.00	25181702	cargo trailers	6
2444	134686	134686	37-3013.00	47101512	chemical mixers	7
2445	134689	134689	37-3013.00	31162608	climbing hooks	2
2446	134705	134705	37-3013.00	22101509	loader backhoes	1
2447	134733	134733	37-3013.00	46181504	work gloves	24
2448	134751	134751	39-1012.00	41113642	board testers	1
2449	134778	134778	39-1021.00	43231508	inventory management systems software	3
2450	134868	134868	39-2011.00	43232306	tracks software	4
2451	134903	134903	39-2021.00	10111302	grooming tables	1
2452	134917	134917	39-2021.00	47101514	protein skimmers	2
2453	134950	134950	39-3011.00	60141106	dice	90
2454	134956	134956	39-3011.00	48121202	poker tables	2
2455	134999	134999	39-3021.00	39111709	emergency lighting	10
2456	135016	135016	39-3021.00	39112502	spotlights	86
2457	135037	135037	39-3091.00	49241503	carousels	33
2458	135038	135038	39-3091.00	60141401	costumes	17
2459	135060	135060	39-3091.00	49221509	roller skates	1254
2460	135062	135062	39-3091.00	22101801	ski lifts	1
2461	135066	135066	39-3091.00	60141401	wigs	1
2462	135080	135080	39-3092.00	47111701	dry cleaning equipment	5
2463	135098	135098	39-3092.00	52141801	walking foot machines	1
2464	135180	135180	39-4011.00	31211908	paint sprayers	2
2465	135331	135331	39-5011.00	52141708	curling irons	1
2466	135538	135538	39-6011.00	25101904	motorized carts	3
2467	135540	135540	39-6011.00	43223211	paging systems	33
2468	135600	135600	39-7012.00	46182301	climbing ropes	2
2469	135610	135610	39-7012.00	25173108	navigation equipment	13
2470	135617	135617	39-7012.00	25101502	shuttle buses	6
2471	135632	135632	39-9011.00	46171604	alarms	835
2472	135635	135635	39-9011.00	60141201	climbing structures	9
2473	135637	135637	39-9011.00	52141602	dryers	175
2474	135649	135649	39-9011.00	56101803	strollers	4
2475	135652	135652	39-9011.00	52141601	washing machines	9
2476	135665	135665	39-9011.01	52141603	irons	61
2477	135681	135681	39-9021.00	46171604	alarm systems	704
2478	135780	135780	39-9032.00	44112002	calendars	532
2479	135787	135787	39-9032.00	55121718	informational signs	3
2480	135796	135796	39-9032.00	44111905	whiteboards	16
2481	135814	135814	39-9041.00	44111605	cash drawers	72
2482	135828	135828	39-9041.00	46191501	smoke detectors	28
2483	135829	135829	39-9041.00	27112401	staple guns	10
2484	135850	135850	41-1011.00	27112107	hammer pliers	6
2485	135861	135861	41-1011.00	46171610	security cameras	28
2486	135862	135862	41-1011.00	46171610	security monitors	1
2487	135877	135877	41-1011.00	43231505	exact software	5
2488	135878	135878	41-1011.00	43232611	ez software	3
2489	135923	135923	41-1011.00	43231505	time card software	1
2490	135954	135954	41-1012.00	43233502	online meeting software	4
2491	135979	135979	41-2011.00	24102108	trash compactors	7
2492	136008	136008	41-2021.00	25101604	delivery trucks	107
2493	136034	136034	41-2022.00	24101603	warehouse forklifts	1
2494	136056	136056	41-2031.00	40142202	gas consoles	159
2495	136060	136060	41-2031.00	48111301	lottery machines	159
2496	136158	136158	41-3021.00	43231602	agency management software	9
