onet_soc_code	occupation_title	description	alternate_title
47-5021.00	n/a	n/a	Wagon Driller
47-5021.00	n/a	n/a	Wagoner
47-5021.00	n/a	n/a	Wash Driller
47-5021.00	n/a	n/a	Water Well Driller
47-5021.00	n/a	n/a	Well Digger
47-5021.00	n/a	n/a	Well Drill Operator
47-5021.00	n/a	n/a	Well Driller
47-5021.00	n/a	n/a	Well Driller Helper
47-5021.00	n/a	n/a	Well Testing Operator
47-5021.00	n/a	n/a	Blast Hole Driller
47-5021.00	n/a	n/a	Blaster
47-5021.00	n/a	n/a	Blasting Production Technician
47-5021.00	n/a	n/a	Drill Operator
47-5021.00	n/a	n/a	Driller
47-5021.00	n/a	n/a	Hard Rock Drill Operator
47-5021.00	n/a	n/a	Highwall Drill Operator
47-5021.00	n/a	n/a	Overburden Drill Operator
47-5021.00	n/a	n/a	Rock Drill Operator
47-5021.00	n/a	n/a	Well Driller
47-5031.00	Explosives Workers, Ordnance Handling Experts, and Blasters	Place and detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials. May perform specialized handling, storage, and accounting procedures. Includes seismograph shooters.	n/a
47-5031.00	n/a	n/a	Aircraft Ordnance Technician
47-5031.00	n/a	n/a	Ammunition and Explosives Handler
47-5031.00	n/a	n/a	Blast Setter
47-5031.00	n/a	n/a	Blaster
47-5031.00	n/a	n/a	Blasting Clay Miner
47-5031.00	n/a	n/a	Blasting Coal Miner
47-5031.00	n/a	n/a	Blasting Contract Man
47-5031.00	n/a	n/a	Blasting Contract Miner
47-5031.00	n/a	n/a	Blasting Entry Specialist
47-5031.00	n/a	n/a	Blasting Entryman
47-5031.00	n/a	n/a	Blasting Gang Miner
47-5031.00	n/a	n/a	Blasting Miner
47-5031.00	n/a	n/a	Bomb Technician
47-5031.00	n/a	n/a	Charger
47-5031.00	n/a	n/a	Coal Shooter
47-5031.00	n/a	n/a	Company Miner, Blasting
47-5031.00	n/a	n/a	Copper Miner, Blasting
47-5031.00	n/a	n/a	Demolition Expert
47-5031.00	n/a	n/a	Demolition Worker
47-5031.00	n/a	n/a	Demolitionist
47-5031.00	n/a	n/a	Dobie Man
47-5031.00	n/a	n/a	Dobie Worker
47-5031.00	n/a	n/a	Driftman
47-5031.00	n/a	n/a	Dynamite Shooter
47-5031.00	n/a	n/a	Dynamiter
47-5031.00	n/a	n/a	Efficiency Miner, Blasting
47-5031.00	n/a	n/a	Explosive Expert
47-5031.00	n/a	n/a	Explosive Man
47-5031.00	n/a	n/a	Explosive Ordnance Disposal Manager
47-5031.00	n/a	n/a	Explosive Ordnance Disposal Specialist
47-5031.00	n/a	n/a	Explosive Ordnance Disposal Technician
47-5031.00	n/a	n/a	Explosive Ordnance Handler
47-5031.00	n/a	n/a	Explosive Ordnance Manager
47-5031.00	n/a	n/a	Explosive Ordnance Specialist
47-5031.00	n/a	n/a	Explosive Ordnance Technician
47-5031.00	n/a	n/a	Explosive Specialist
47-5031.00	n/a	n/a	Explosive Technician
47-5031.00	n/a	n/a	Explosives Detonator
47-5031.00	n/a	n/a	Explosives Handler
47-5031.00	n/a	n/a	Explosives Worker
47-5031.00	n/a	n/a	Firer
47-5031.00	n/a	n/a	Fuse Cutter
47-5031.00	n/a	n/a	Gold Miner, Blasting
47-5031.00	n/a	n/a	Gun Perforator
47-5031.00	n/a	n/a	Gun Perforator Loader
47-5031.00	n/a	n/a	Hard Rock Miner, Blasting
47-5031.00	n/a	n/a	High Scaler
47-5031.00	n/a	n/a	Hydraulic Miner, Blasting
47-5031.00	n/a	n/a	Iron Miner, Blasting
47-5031.00	n/a	n/a	Lead Miner, Blasting
47-5031.00	n/a	n/a	Lode Miner, Blasting
47-5031.00	n/a	n/a	Metal Miner, Blasting
47-5031.00	n/a	n/a	Mica Miner, Blasting
47-5031.00	n/a	n/a	Miner
47-5031.00	n/a	n/a	Muck Miner, Blasting
47-5031.00	n/a	n/a	Nitro Man
47-5031.00	n/a	n/a	Nitro Worker
47-5031.00	n/a	n/a	Oil Well Gun Perforator Operator
47-5031.00	n/a	n/a	Oil Well Perforator Operator
47-5031.00	n/a	n/a	Oil Well Shooter
47-5031.00	n/a	n/a	Ordnance Artificer
47-5031.00	n/a	n/a	Ordnance Handler
47-5031.00	n/a	n/a	Ordnance Keeper
47-5031.00	n/a	n/a	Ore Miner, Blasting
47-5031.00	n/a	n/a	Perforator
47-5031.00	n/a	n/a	Perforator Loader
47-5031.00	n/a	n/a	Perforator Operator
47-5031.00	n/a	n/a	Pillar Man
47-5031.00	n/a	n/a	Pillar Worker
47-5031.00	n/a	n/a	Powder Loader
47-5031.00	n/a	n/a	Powder Worker
47-5031.00	n/a	n/a	Powderman
47-5031.00	n/a	n/a	Quartz Miner, Blasting
47-5031.00	n/a	n/a	Robber
47-5031.00	n/a	n/a	Sample Taker Operator
47-5031.00	n/a	n/a	Seismograph Shooter
47-5031.00	n/a	n/a	Shaft Sinker
47-5031.00	n/a	n/a	Shale Miner, Blasting
47-5031.00	n/a	n/a	Shooter
47-5031.00	n/a	n/a	Shot Fireman
47-5031.00	n/a	n/a	Shot Firer
47-5031.00	n/a	n/a	Shot Hole Shooter
47-5031.00	n/a	n/a	Shot Lighter
47-5031.00	n/a	n/a	Shot Man
47-5031.00	n/a	n/a	Shotblaster
47-5031.00	n/a	n/a	Silver Miner, Blasting
47-5031.00	n/a	n/a	Skip Miner, Blasting
47-5031.00	n/a	n/a	Stump Blower
47-5031.00	n/a	n/a	Stump Shooter
47-5031.00	n/a	n/a	Tier and Detonator
47-5031.00	n/a	n/a	Torpedo Man
47-5031.00	n/a	n/a	Torpedo Shooter
47-5031.00	n/a	n/a	Torpedo Worker
47-5031.00	n/a	n/a	Tunnel Man
47-5031.00	n/a	n/a	Tunnel Worker
47-5031.00	n/a	n/a	Unexploded Ordnance Quality Control Officer
47-5031.00	n/a	n/a	Unexploded Ordnance Quality Control Worker
47-5031.00	n/a	n/a	Velocity Shooter
47-5031.00	n/a	n/a	Well Blower
47-5031.00	n/a	n/a	Well Shooter
47-5031.00	n/a	n/a	Zinc Miner, Blasting
47-5031.00	n/a	n/a	Blaster
47-5031.00	n/a	n/a	Explosive Technician
47-5031.00	n/a	n/a	Powderman
47-5031.00	n/a	n/a	Unexploded Ordnance Quality Control Officer
47-5041.00	Continuous Mining Machine Operators	Operate self-propelled mining machines that rip coal, metal and nonmetal ores, rock, stone, or sand from the mine face and load it onto conveyors or into shuttle cars in a continuous operation.	n/a
47-5041.00	n/a	n/a	Concrete Crusher Loader Operator
47-5041.00	n/a	n/a	Continuous Miner Operator (CMO)
47-5041.00	n/a	n/a	Continuous Mining Machine Coal Miner
47-5041.00	n/a	n/a	Continuous Mining Machine Company Miner
47-5041.00	n/a	n/a	Continuous Mining Machine Contract Miner
47-5041.00	n/a	n/a	Continuous Mining Machine Lode Miner
47-5041.00	n/a	n/a	Continuous Mining Machine Operator
47-5041.00	n/a	n/a	Crusher Loader Equipment Operator
47-5041.00	n/a	n/a	Crusher Loader Operator
47-5041.00	n/a	n/a	Crusher Operator
47-5041.00	n/a	n/a	Crusher Plant Operator
47-5041.00	n/a	n/a	Dozer Operator
47-5041.00	n/a	n/a	Excavator Operator
47-5041.00	n/a	n/a	Forklift Operator
47-5041.00	n/a	n/a	Forklift Wheel Loader
47-5041.00	n/a	n/a	Front End Wheel Loader Operator
47-5041.00	n/a	n/a	Heavy Equipment Operator
47-5041.00	n/a	n/a	Loader Operator
47-5041.00	n/a	n/a	Logging Shovel Operator
47-5041.00	n/a	n/a	Longwall Foreman
47-5041.00	n/a	n/a	Miner
47-5041.00	n/a	n/a	Miner Operator
47-5041.00	n/a	n/a	Quarry Plant Crusher Operator
47-5041.00	n/a	n/a	Self-Propelled Mining Machine Operator
47-5041.00	n/a	n/a	Shovel Log Loader Operator
47-5041.00	n/a	n/a	Shovel Operator
47-5041.00	n/a	n/a	Wheel Loader Operator
47-5041.00	n/a	n/a	Continuous Miner Operator (CMO)
47-5041.00	n/a	n/a	Continuous Mining Machine Operator
47-5041.00	n/a	n/a	Miner
47-5041.00	n/a	n/a	Miner Operator
47-5042.00	Mine Cutting and Channeling Machine Operators	Operate machinery such as longwall shears, plows, and cutting machines to cut or channel along the face or seams of coal mines, stone quarries, or other mining surfaces to facilitate blasting, separating, or removing minerals or materials from mines or from the Earth's surface. Includes shale planers.	n/a
47-5042.00	n/a	n/a	Bore Miner Operator
47-5042.00	n/a	n/a	Channel Machine Operator
47-5042.00	n/a	n/a	Channeler Runner
47-5042.00	n/a	n/a	Channeling Machine Runner
47-5042.00	n/a	n/a	Clay Mine Cutting Machine Operator
47-5042.00	n/a	n/a	Clay Miner
47-5042.00	n/a	n/a	Coal Cutter
47-5042.00	n/a	n/a	Coal Miner
47-5042.00	n/a	n/a	Continuous Miner Operator (CMO)
47-5042.00	n/a	n/a	Cutter
47-5042.00	n/a	n/a	Cutter Operator
47-5042.00	n/a	n/a	Dozer Operator
47-5042.00	n/a	n/a	Drilling Machine Operator
47-5042.00	n/a	n/a	Flame Channeler
47-5042.00	n/a	n/a	Heavy Machinery Operator
47-5042.00	n/a	n/a	Long Wall Mining Machine Tender
47-5042.00	n/a	n/a	Long Wall Shear Operator
47-5042.00	n/a	n/a	Longwall Foreman
47-5042.00	n/a	n/a	Longwall Shearer Operator
47-5042.00	n/a	n/a	Machine Cutter
47-5042.00	n/a	n/a	Machine Driller
47-5042.00	n/a	n/a	Mine Cutting and Channeling Machine Clay Miner
47-5042.00	n/a	n/a	Mine Cutting and Channeling Machine Coal Miner
47-5042.00	n/a	n/a	Mine Cutting and Channeling Machine Company Miner
47-5042.00	n/a	n/a	Mine Cutting and Channeling Machine Copper Miner
47-5042.00	n/a	n/a	Mine Cutting and Channeling Machine Operator
47-5042.00	n/a	n/a	Miner Operator
47-5042.00	n/a	n/a	Plane Runner
47-5042.00	n/a	n/a	Plane Tender
47-5042.00	n/a	n/a	Quarry Equipment Operator
47-5042.00	n/a	n/a	Remote Continuous Mining Machine Operator
47-5042.00	n/a	n/a	Shale Miner
47-5042.00	n/a	n/a	Shale Planer Operator
47-5042.00	n/a	n/a	Shear Operator
47-5042.00	n/a	n/a	Shearer Operator
47-5042.00	n/a	n/a	Surface Miner
47-5042.00	n/a	n/a	Under Cutter
47-5042.00	n/a	n/a	Underground Foreman
47-5042.00	n/a	n/a	Underground Heavy Equipment Operator
47-5042.00	n/a	n/a	Underground Miner
47-5042.00	n/a	n/a	Bore Miner Operator
47-5042.00	n/a	n/a	Coal Miner
47-5042.00	n/a	n/a	Longwall Shearer Operator
47-5042.00	n/a	n/a	Miner Operator
47-5042.00	n/a	n/a	Shear Operator
47-5042.00	n/a	n/a	Shearer Operator
47-5042.00	n/a	n/a	Underground Heavy Equipment Operator
47-5042.00	n/a	n/a	Underground Miner
47-5049.00	Mining Machine Operators, All Other	All mining machine operators not listed separately.	n/a
47-5049.00	n/a	n/a	Belt Operator
47-5049.00	n/a	n/a	Coal Miner
47-5049.00	n/a	n/a	Coal Trimmer Machine Operator
47-5049.00	n/a	n/a	Copper Miner
47-5049.00	n/a	n/a	Digging Machine Operator
47-5049.00	n/a	n/a	Dry Placer Machine Operator
47-5049.00	n/a	n/a	Duck Bill Operator
47-5049.00	n/a	n/a	Duck Operator
47-5049.00	n/a	n/a	Efficiency Miner
47-5049.00	n/a	n/a	Equipment Operator
47-5049.00	n/a	n/a	Excavating Machine Operator
47-5049.00	n/a	n/a	Excavator Operator
47-5049.00	n/a	n/a	Extraction Machine Operator
47-5049.00	n/a	n/a	Face Man
47-5049.00	n/a	n/a	Face Worker
47-5049.00	n/a	n/a	Gang Miner
47-5049.00	n/a	n/a	Gold Miner
47-5049.00	n/a	n/a	Hard Rock Miner
47-5049.00	n/a	n/a	Harvester Operator
47-5049.00	n/a	n/a	Hydraulic Miner
47-5049.00	n/a	n/a	Hydraulic Operator
47-5049.00	n/a	n/a	Iron Miner
47-5049.00	n/a	n/a	Lead Miner
47-5049.00	n/a	n/a	Lode Miner
47-5049.00	n/a	n/a	Machine Operator
47-5049.00	n/a	n/a	Metal Miner
47-5049.00	n/a	n/a	Mica Miner
47-5049.00	n/a	n/a	Miner
47-5049.00	n/a	n/a	Muck Miner
47-5049.00	n/a	n/a	Operator
47-5049.00	n/a	n/a	Ore Miner
47-5049.00	n/a	n/a	Quartz Miner
47-5049.00	n/a	n/a	Rock Dust Sprayer
47-5049.00	n/a	n/a	Rock Duster
47-5049.00	n/a	n/a	Shield Operator
47-5049.00	n/a	n/a	Shield Runner
47-5049.00	n/a	n/a	Silver Miner
47-5049.00	n/a	n/a	Skip Miner
47-5049.00	n/a	n/a	Tailer
47-5049.00	n/a	n/a	Topman
47-5049.00	n/a	n/a	Zinc Miner
47-5051.00	Rock Splitters, Quarry	Separate blocks of rough dimension stone from quarry mass using jackhammer and wedges.	n/a
47-5051.00	n/a	n/a	Blaster
47-5051.00	n/a	n/a	Driller
47-5051.00	n/a	n/a	Ledge Man
47-5051.00	n/a	n/a	Quarry Plug and Feather Driller
47-5051.00	n/a	n/a	Quarry Worker
47-5051.00	n/a	n/a	Quarryman
47-5051.00	n/a	n/a	Rock Breaker
47-5051.00	n/a	n/a	Rock Picker
47-5051.00	n/a	n/a	Rock Splitter
47-5051.00	n/a	n/a	Rockman
47-5051.00	n/a	n/a	Sandstone Splitter
47-5051.00	n/a	n/a	Saw Operator
47-5051.00	n/a	n/a	Splitter Operator
47-5051.00	n/a	n/a	Stone Breaker
47-5051.00	n/a	n/a	Stone Splitter
47-5051.00	n/a	n/a	Blaster
47-5051.00	n/a	n/a	Driller
47-5051.00	n/a	n/a	Quarry Worker
47-5051.00	n/a	n/a	Rock Splitter
47-5051.00	n/a	n/a	Splitter Operator
47-5051.00	n/a	n/a	Stone Breaker
47-5051.00	n/a	n/a	Stone Splitter
47-5061.00	Roof Bolters, Mining	Operate machinery to install roof support bolts in underground mine.	n/a
47-5061.00	n/a	n/a	Bolt Machine Operator
47-5061.00	n/a	n/a	Bolt Man
47-5061.00	n/a	n/a	Bolting Machine Operator
47-5061.00	n/a	n/a	Inby (Roof Bolter)
47-5061.00	n/a	n/a	Roof Bolter
47-5061.00	n/a	n/a	Roof Bolter Operator
47-5061.00	n/a	n/a	Roof Bolting Coal Miner
47-5061.00	n/a	n/a	Underground Bolting Machine Operator
47-5061.00	n/a	n/a	Underground Coal Miner (Roof Bolter)
47-5061.00	n/a	n/a	Underground Mine Superintendent
47-5061.00	n/a	n/a	Underground Mining Section Foreman
47-5061.00	n/a	n/a	Underground Roof Bolter
47-5061.00	n/a	n/a	Bolt Machine Operator
47-5061.00	n/a	n/a	Bolt Man
47-5061.00	n/a	n/a	Inby (Roof Bolter)
47-5061.00	n/a	n/a	Roof Bolter
47-5061.00	n/a	n/a	Roof Bolter Operator
47-5061.00	n/a	n/a	Underground Coal Miner (Roof Bolter)
47-5061.00	n/a	n/a	Underground Roof Bolter
47-5071.00	Roustabouts, Oil and Gas	Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.	n/a
47-5071.00	n/a	n/a	Casing Crew Pusher
47-5071.00	n/a	n/a	Cathead Operator
47-5071.00	n/a	n/a	Connection Worker
47-5071.00	n/a	n/a	Derrick Hand
47-5071.00	n/a	n/a	Derrick Worker
47-5071.00	n/a	n/a	Drill Rig Operator
47-5071.00	n/a	n/a	Drill Rig Operator Helper
47-5071.00	n/a	n/a	Dumper-Bailer Operator
47-5071.00	n/a	n/a	Floor Hand
47-5071.00	n/a	n/a	Galley Hand
47-5071.00	n/a	n/a	Gang Worker
47-5071.00	n/a	n/a	Gun Perforator Loader
47-5071.00	n/a	n/a	Internal Corrosion Specialist
47-5071.00	n/a	n/a	Laborer
47-5071.00	n/a	n/a	Oil Field Laborer
47-5071.00	n/a	n/a	Oil Field Roustabout
47-5071.00	n/a	n/a	Oil Field Worker
47-5071.00	n/a	n/a	Oil Rig Roughneck
47-5071.00	n/a	n/a	Oil Rigger
47-5071.00	n/a	n/a	Operator
47-5071.00	n/a	n/a	Production Roustabout
47-5071.00	n/a	n/a	Rig Hand
47-5071.00	n/a	n/a	Rigger
47-5071.00	n/a	n/a	Roughneck
47-5071.00	n/a	n/a	Roustabout
47-5071.00	n/a	n/a	Roustabout Crew Leader
47-5071.00	n/a	n/a	Roustabout Crew Pusher
47-5071.00	n/a	n/a	Roustabout Hand
47-5071.00	n/a	n/a	Roustabout Pusher
47-5071.00	n/a	n/a	Tool Pusher
47-5071.00	n/a	n/a	Well Service Floor Worker
47-5071.00	n/a	n/a	Well Service Floorperson
47-5071.00	n/a	n/a	Floor Hand
47-5071.00	n/a	n/a	Galley Hand
47-5071.00	n/a	n/a	Oil Field Roustabout
47-5071.00	n/a	n/a	Production Roustabout
47-5071.00	n/a	n/a	Rig Hand
47-5071.00	n/a	n/a	Roustabout
47-5071.00	n/a	n/a	Roustabout Crew Leader
47-5071.00	n/a	n/a	Roustabout Crew Pusher
47-5071.00	n/a	n/a	Roustabout Hand
47-5071.00	n/a	n/a	Roustabout Pusher
47-5081.00	Helpers--Extraction Workers	Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area.	n/a
47-5081.00	n/a	n/a	Blaster
47-5081.00	n/a	n/a	Blaster Helper
47-5081.00	n/a	n/a	Blasting Helper
47-5081.00	n/a	n/a	Boring Machine Operator Helper
47-5081.00	n/a	n/a	Bottom Hole Pressure Recording Operator Helper
47-5081.00	n/a	n/a	Churn Driller Helper
47-5081.00	n/a	n/a	Clean Out Driller Helper
47-5081.00	n/a	n/a	Clean-Out Driller Helper
47-5081.00	n/a	n/a	Coal Miner
47-5081.00	n/a	n/a	Continuous Miner Operator Helper
47-5081.00	n/a	n/a	Core Drill Operator Helper
47-5081.00	n/a	n/a	Core Driller Helper
47-5081.00	n/a	n/a	Cutter Operator Helper
47-5081.00	n/a	n/a	Cutting Machine Operator Helper
47-5081.00	n/a	n/a	Derrick Hand
47-5081.00	n/a	n/a	Derrick Helper
47-5081.00	n/a	n/a	Derrickman Helper
47-5081.00	n/a	n/a	Driller
47-5081.00	n/a	n/a	Driller Helper
47-5081.00	n/a	n/a	Dry-Placer Machine Operator
47-5081.00	n/a	n/a	Extractions Technician
47-5081.00	n/a	n/a	Gravity Prospecting Observer Helper
47-5081.00	n/a	n/a	Hammerer Helper
47-5081.00	n/a	n/a	Haul Truck Driver
47-5081.00	n/a	n/a	Horizontal Earth Boring Machine Operator Helper
47-5081.00	n/a	n/a	Jack Setter
47-5081.00	n/a	n/a	Joy Operator Helper
47-5081.00	n/a	n/a	Laborer
47-5081.00	n/a	n/a	Loader Operator
47-5081.00	n/a	n/a	Loading Machine Operator Helper
47-5081.00	n/a	n/a	Longwall Headgate Operator
47-5081.00	n/a	n/a	Longwall Machine Operator Helper
47-5081.00	n/a	n/a	Machine Helper
47-5081.00	n/a	n/a	Maintainer
47-5081.00	n/a	n/a	Miner
47-5081.00	n/a	n/a	Miner Assistant
47-5081.00	n/a	n/a	Miner Helper
47-5081.00	n/a	n/a	Mining Helper
47-5081.00	n/a	n/a	Mining Technician
47-5081.00	n/a	n/a	Organic Extractions Technician
47-5081.00	n/a	n/a	Placer Miner
47-5081.00	n/a	n/a	Pneumatic Jack Operator
47-5081.00	n/a	n/a	Powder Carrier
47-5081.00	n/a	n/a	Pumper Helper
47-5081.00	n/a	n/a	Rig Builder Helper
47-5081.00	n/a	n/a	Roof Bolter Helper
47-5081.00	n/a	n/a	Roof Bolter Operator
47-5081.00	n/a	n/a	Rotary Drill Operator Helper
47-5081.00	n/a	n/a	Rotary Driller Helper
47-5081.00	n/a	n/a	Rotary Helper
47-5081.00	n/a	n/a	Roughneck
47-5081.00	n/a	n/a	Salt Miner
47-5081.00	n/a	n/a	Sandfill Operator
47-5081.00	n/a	n/a	Seismic Prospecting Observer Helper
47-5081.00	n/a	n/a	Seismograph Helper
47-5081.00	n/a	n/a	Shaft Mechanic
47-5081.00	n/a	n/a	Shale Planer Operator Helper
47-5081.00	n/a	n/a	Shooter Helper
47-5081.00	n/a	n/a	Shot Core Drill Operator Helper
47-5081.00	n/a	n/a	Tailer
47-5081.00	n/a	n/a	Test Borer Helper
47-5081.00	n/a	n/a	Truck Driver
47-5081.00	n/a	n/a	Tunnel Mucker
47-5081.00	n/a	n/a	Undercutter Operator
47-5081.00	n/a	n/a	Underground Miner
47-5081.00	n/a	n/a	Wash Driller Helper
47-5081.00	n/a	n/a	Blasting Helper
47-5081.00	n/a	n/a	Coal Miner
47-5081.00	n/a	n/a	Continuous Miner Operator Helper
47-5081.00	n/a	n/a	Driller Helper
47-5081.00	n/a	n/a	Longwall Machine Operator Helper
47-5081.00	n/a	n/a	Maintainer
47-5081.00	n/a	n/a	Miner Helper
47-5081.00	n/a	n/a	Mining Technician
47-5081.00	n/a	n/a	Salt Miner
47-5081.00	n/a	n/a	Underground Miner
47-5099.00	Extraction Workers, All Other	All extraction workers not listed separately.	n/a
47-5099.00	n/a	n/a	Acidizer
47-5099.00	n/a	n/a	Air Pumper
47-5099.00	n/a	n/a	Back Hand
47-5099.00	n/a	n/a	Bagger
47-5099.00	n/a	n/a	Battery Charger
47-5099.00	n/a	n/a	Battery Starter
47-5099.00	n/a	n/a	Bog Cutter
47-5099.00	n/a	n/a	Bog Worker
47-5099.00	n/a	n/a	Bone Picker
47-5099.00	n/a	n/a	Boom Operator
47-5099.00	n/a	n/a	Boom Tender
47-5099.00	n/a	n/a	Boomer
47-5099.00	n/a	n/a	Bottom Cager
47-5099.00	n/a	n/a	Bottomer
47-5099.00	n/a	n/a	Box Loader
47-5099.00	n/a	n/a	Cager
47-5099.00	n/a	n/a	Car Blocker
47-5099.00	n/a	n/a	Car Filler
47-5099.00	n/a	n/a	Carman
47-5099.00	n/a	n/a	Caser
47-5099.00	n/a	n/a	Casing Crew
47-5099.00	n/a	n/a	Casing Man
47-5099.00	n/a	n/a	Casing Worker
47-5099.00	n/a	n/a	Cement Gun Operator
47-5099.00	n/a	n/a	Cementer
47-5099.00	n/a	n/a	Chute Operator
47-5099.00	n/a	n/a	Chute Puller
47-5099.00	n/a	n/a	Chute Tapper
47-5099.00	n/a	n/a	Clay Digger
47-5099.00	n/a	n/a	Coal Cager
47-5099.00	n/a	n/a	Coal Digger
47-5099.00	n/a	n/a	Coal Getter
47-5099.00	n/a	n/a	Coal Loader
47-5099.00	n/a	n/a	Coal Picker
47-5099.00	n/a	n/a	Company Laborer
47-5099.00	n/a	n/a	Crusher Setter
47-5099.00	n/a	n/a	Digging Machine Operator
47-5099.00	n/a	n/a	Dirt Shoveler
47-5099.00	n/a	n/a	Drainman
47-5099.00	n/a	n/a	Duck Bill Operator
47-5099.00	n/a	n/a	Duck Operator
47-5099.00	n/a	n/a	Dumper Bailer Operator
47-5099.00	n/a	n/a	Excavating Machine Operator
47-5099.00	n/a	n/a	Excavator Operator
47-5099.00	n/a	n/a	Extra
47-5099.00	n/a	n/a	Flagman
47-5099.00	n/a	n/a	Flame Channeler
47-5099.00	n/a	n/a	Floorhand
47-5099.00	n/a	n/a	Floorperson
47-5099.00	n/a	n/a	Foot Worker
47-5099.00	n/a	n/a	Gold Prospector
47-5099.00	n/a	n/a	Grizzlyman
47-5099.00	n/a	n/a	Ground Worker
47-5099.00	n/a	n/a	Groundman
47-5099.00	n/a	n/a	Hammerman
47-5099.00	n/a	n/a	Hand
47-5099.00	n/a	n/a	Handyman
47-5099.00	n/a	n/a	Harvester Operator
47-5099.00	n/a	n/a	Jack Setter
47-5099.00	n/a	n/a	Joy Loader
47-5099.00	n/a	n/a	Joy Loading Machine Operator
47-5099.00	n/a	n/a	Joy Operator
47-5099.00	n/a	n/a	Laborer
47-5099.00	n/a	n/a	Lamp Mechanic
47-5099.00	n/a	n/a	Lampman
47-5099.00	n/a	n/a	Lightman
47-5099.00	n/a	n/a	Mine Laborer
47-5099.00	n/a	n/a	Muck Operator
47-5099.00	n/a	n/a	Mucker Operator
47-5099.00	n/a	n/a	Mucking Machine Operator
47-5099.00	n/a	n/a	Nozzleman
47-5099.00	n/a	n/a	Oil Field Caser
47-5099.00	n/a	n/a	Oil Field Worker
47-5099.00	n/a	n/a	Ore Digger
47-5099.00	n/a	n/a	Outside Laborer
47-5099.00	n/a	n/a	Pan Operator
47-5099.00	n/a	n/a	Placer Miner
47-5099.00	n/a	n/a	Plateman
47-5099.00	n/a	n/a	Platform Man
47-5099.00	n/a	n/a	Platform Worker
47-5099.00	n/a	n/a	Plugger Man
47-5099.00	n/a	n/a	Plugger Worker
47-5099.00	n/a	n/a	Pneumatic Jack Operator
47-5099.00	n/a	n/a	Prop Drawer
47-5099.00	n/a	n/a	Prop Setter
47-5099.00	n/a	n/a	Prospector
47-5099.00	n/a	n/a	Puffer
47-5099.00	n/a	n/a	Puffer Tender
47-5099.00	n/a	n/a	Quarry Extraction Worker
47-5099.00	n/a	n/a	Quarry Worker
47-5099.00	n/a	n/a	Quarryman
47-5099.00	n/a	n/a	Relief Man
47-5099.00	n/a	n/a	Rig Operator
47-5099.00	n/a	n/a	Road Cleaner
47-5099.00	n/a	n/a	Roadman
47-5099.00	n/a	n/a	Rock Dust Sprayer
47-5099.00	n/a	n/a	Roustabout
47-5099.00	n/a	n/a	Safety Lamp Keeper
47-5099.00	n/a	n/a	Sand Digger
47-5099.00	n/a	n/a	Sand Filler
47-5099.00	n/a	n/a	Sand Screener
47-5099.00	n/a	n/a	Sand Shoveler
47-5099.00	n/a	n/a	Sandfill Operator
47-5099.00	n/a	n/a	Scraper
47-5099.00	n/a	n/a	Second Worker
47-5099.00	n/a	n/a	Section Hand
47-5099.00	n/a	n/a	Shaft Headman
47-5099.00	n/a	n/a	Shaft Mechanic
47-5099.00	n/a	n/a	Shaft Repairer
47-5099.00	n/a	n/a	Shaft Tender
47-5099.00	n/a	n/a	Shield Runner
47-5099.00	n/a	n/a	Shore Man
47-5099.00	n/a	n/a	Shore Worker
47-5099.00	n/a	n/a	Signaler
47-5099.00	n/a	n/a	Slate Handler
47-5099.00	n/a	n/a	Slate Picker
47-5099.00	n/a	n/a	Sluice Tender
47-5099.00	n/a	n/a	Spragger
47-5099.00	n/a	n/a	Sprinkler
47-5099.00	n/a	n/a	Steel Worker
47-5099.00	n/a	n/a	Stoneman
47-5099.00	n/a	n/a	Stripper
47-5099.00	n/a	n/a	Tailings Dam Laborer
47-5099.00	n/a	n/a	Timber Robber
47-5099.00	n/a	n/a	Top Cager
47-5099.00	n/a	n/a	Top Loader
